salary,companySize,district,work_year,company_name,position_name,positionAdvantage
15k-25k,50-150人,海淀区,1-3年,北京下厨房科技有限公司,Python开发工程师,"带薪年假多,免费午餐,弹性工作制,工作氛围佳"
20k-35k,15-50人,朝阳区,5-10年,北京易越信息技术有限公司,Python高级开发工程师,发展潜力大，公司期权
20k-40k,50-150人,朝阳区,5-10年,北京云英传奇技术有限公司,Python研发工程师,"技术大咖,公司氛围好,项目奖金"
15k-25k,50-150人,朝阳区,3-5年,智线云科技（北京）有限公司,高级Python工程师,"带薪年假,福利多,办公环境好,团队氛围好"
20k-40k,500-2000人,朝阳区,3-5年,上海一起作业信息科技有限公司,python高级研发工程师（中学业务）,"绩效奖金,带薪年假,定期体检,年度旅游"
20k-40k,少于15人,海淀区,不限,北京瑞莱智慧科技有限公司,资深Python工程师,"大牛带队,扁平化管理,弹性工作,高日薪"
30k-50k,15-50人,朝阳区,3-5年,前信（上海）科技有限公司,python开发工程师,福利好 环境氛围好 老板好
22k-32k,150-500人,海淀区,3-5年,创新奇智（北京）科技有限公司,高级Python开发工程师,弹性工作不打卡-私人时间不加班-有钱任性
20k-30k,500-2000人,朝阳区,3-5年,小叶子（北京）科技有限公司,python,"免费午晚餐,五险一金,交补,年终奖"
25k-35k,150-500人,朝阳区,5-10年,北京七彩焕腾科技有限公司,高级python开发工程师,bat
15k-30k,150-500人,朝阳区,1-3年,北京数美时代科技有限公司,python研发工程师,"飞速发展,发展快,海量数据"
25k-35k,150-500人,朝阳区,5-10年,北京七彩焕腾科技有限公司,高级python开发工程师,bat
15k-30k,150-500人,海淀区,3-5年,北京慕华信息科技有限公司,中高级python工程师,"氛围好,技术大牛,福利好"
20k-25k,50-150人,石景山区,5-10年,北京神鹰城讯科技有限公司,python高级开发工程师,国企
20k-40k,2000人以上,大兴区,5-10年,京东金融,高级Python开发工程师,"班车,餐补"
20k-35k,50-150人,朝阳区,5-10年,乐飞天下信息技术(北京)有限公司,python高级研发工程师,"绩效奖金,员工旅游,带薪年假,股票期权"
20k-40k,50-150人,朝阳区,3-5年,北京超盟数据科技有限公司,Python开发工程师(应用方向）,六险一金，周末双休，弹性考勤，发展空间大
10k-15k,50-150人,海淀区,1-3年,北京安融汇达科技有限公司,python开发工程师,"五险一金,年度福利,年终奖励,法定假期"
15k-25k,150-500人,朝阳区,3-5年,北京墨迹风云科技股份有限公司,Python开发工程师,"5亿用户,六险一金"
30k-50k,50-150人,东城区,5-10年,唐山正信制冷设备维修有限公司,Python技术经理,弹性制
15k-30k,500-2000人,朝阳区,1-3年,北京陌陌科技有限公司,Python开发工程师（反Spam方向）,"技术氛围好,核心业务"
10k-20k,50-150人,海淀区,应届毕业生,北京多贝兄弟信息技术有限公司,python开发,"六险一金,免费午餐,不打卡,纯技术团队"
15k-30k,50-150人,海淀区,3-5年,昆仑智汇数据科技（北京）有限公司,软件开发工程师（Python）,行业大牛
6k-12k,15-50人,海淀区,不限,云孚科技（北京）有限公司,Python研发工程师,"大牛直接带,顶级挑战,高速成长"
15k-25k,15-50人,朝阳区,1-3年,颐月信息技术（北京）有限公司,python开发工程师,"技术挑战,发展空间,扁平化"
20k-40k,50-150人,朝阳区,3-5年,北京超盟数据科技有限公司,Python开发工程师(算法平台方向),人工智能，技术氛围浓，六险一金，周末双休
25k-33k,500-2000人,朝阳区,3-5年,飞维美地信息技术（北京）有限公司,资深Python开发,"美资互联网,技术导向,英文环境,硅谷文化"
15k-30k,500-2000人,朝阳区,不限,上海一起作业信息科技有限公司,Python高级研发工程师(技术),"绩效奖金,带薪年假"
15k-30k,150-500人,朝阳区,1-3年,宁波艾莫投资管理有限公司,python开发工程师,五险一金 免费午餐 下午茶
20k-40k,150-500人,朝阳区,1-3年,北京向上一心科技有限公司,python开发工程师,"加班少,福利好"
18k-36k,50-150人,海淀区,5-10年,北京奥鹏远程教育中心有限公司,python兼职讲师,"时间自由,分成丰厚,持续分成"
15k-25k,2000人以上,东城区,3-5年,信永中和会计师事务所（特殊普通合伙）,Python开发工程师,"环境好,不加班,大公司"
7k-10k,少于15人,海淀区,1-3年,三只肥猴（北京）信息技术有限公司,Python工程师,"前沿技术,团队融洽,带薪假期,上升空间大"
25k-40k,150-500人,朝阳区,3-5年,北京微光果壳科技有限公司,Python/Golang开发工程师,"Geek,16薪,海外旅游,六险一金"
25k-45k,150-500人,海淀区,3-5年,北京智融时代信息技术有限公司,高级Python开发工程师,"优秀团队,科技金融,六险一金,工作居住证"
12k-15k,150-500人,朝阳区,1-3年,乐荐信息科技（北京）有限公司,Python开发工程师,五险一金 交通便利 集团化管理
15k-25k,150-500人,朝阳区,1-3年,央视国际视频通讯有限公司,python开发工程师,"环境高大上,福利待遇好,机会多,平台大"
8k-11k,50-150人,海淀区,1-3年,神州网信技术有限公司,python开发工程师,五险一金 健身福利 补充医疗 带薪年假
10k-20k,50-150人,昌平区,1-3年,北京音悦荚科技有限责任公司,Python开发工程师,"弹性时间,公司氛围好,发展空间大,技术大牛"
9k-15k,少于15人,东城区,1-3年,北京奇点创世信息技术有限公司,Python,福利好，发展大
10k-20k,50-150人,昌平区,1-3年,北京音悦荚科技有限责任公司,Python开发工程师,"弹性工作,年终奖,期权,福利补助"
20k-30k,2000人以上,海淀区,3-5年,北京奇艺世纪科技有限公司,Python高级开发工程师,业界第一视频公司，待遇优厚，发展前景广阔
10k-20k,50-150人,海淀区,应届毕业生,生命奇点（北京）科技有限公司,大数据平台开发工程师 Java/Python,"发展空间大,项目前景好,团队氛围好,技术导向"
15k-25k,2000人以上,海淀区,1-3年,北京搜狐新媒体信息技术有限公司,狐友Python开发工程师,大平台、团队优秀、发展空间大
35k-60k,150-500人,海淀区,5-10年,北京汉迪移动互联网科技股份有限公司,Python架构师,"硅谷范办公,六险一金,水果零食,团队氛围佳"
18k-36k,500-2000人,海淀区,1-3年,北京智者天下科技有限公司,Python 开发工程师,健康三餐 免费健身游泳 大牛团队
10k-20k,50-150人,海淀区,应届毕业生,北京石云科技有限公司,Python,"蓝海市场,金融科技,大牛带队,奖金高"
10k-20k,50-150人,海淀区,应届毕业生,北京多贝兄弟信息技术有限公司,python开发,"六险一金,免费午餐,极客氛围,薪资高"
20k-30k,2000人以上,海淀区,3-5年,北京中公教育科技股份有限公司,Python讲师,"五险一金,补助"
10k-20k,150-500人,朝阳区,3-5年,图玛深维医疗科技（北京）有限公司,python工程师,超长带薪年假 五险一金 地铁周边
20k-40k,少于15人,朝阳区,3-5年,北京艾鹏承远科技有限公司,python开发工程师,发展前景好，福利待遇高
20k-40k,500-2000人,东城区,5-10年,捷众普惠国际融资租赁有限公司,Python运维开发工程师,五险一金、法定节假日、大平台、好前景
20k-35k,150-500人,海淀区,3-5年,北京合志可成科技有限公司,python,团队优秀，技术深耕
15k-30k,50-150人,朝阳区,3-5年,智线云科技（北京）有限公司,高级Java/PHP/Python工程师,"带薪年假,福利多,办公环境好,氛围自由"
20k-40k,150-500人,朝阳区,1-3年,宁波艾莫投资管理有限公司,python开发工程师,团队背景强大；优质项目；五险一金；
10k-20k,2000人以上,朝阳区,3-5年,深圳市金证科技股份有限公司,python开发,"上市公司,福利多多,项目大,五险一金"
18k-35k,500-2000人,朝阳区,不限,互动峰科技(北京)有限公司,Python工程师,"大公司,大平台,机会多,六险一金"
25k-30k,少于15人,朝阳区,3-5年,如禹投资（上海）有限公司,高级Python开发工程师,创业公司 A轮 技术团队一线互联网背景
22k-32k,50-150人,海淀区,3-5年,成都君健安健康咨询有限公司,python,弹性工作，不加班，股东实力雄厚
15k-25k,150-500人,朝阳区,3-5年,赤子城网络技术（北京）有限公司,python开发工程师,"七险一金,绩效奖金,发展空间,团队氛围"
15k-20k,50-150人,海淀区,3-5年,北京棣南新宇科技有限公司,Python高级开发工程师,"创造,实实在在,价值"
15k-30k,2000人以上,朝阳区,3-5年,北京奇安信科技有限公司,python开发工程师,"知名大厂,技术氛围浓,技术大牛多,成长快"
20k-40k,500-2000人,朝阳区,不限,北京陌陌科技有限公司,Python开发工程师（运维方向）,"完善的福利,团队精湛,技术挑战,上升空间大"
20k-40k,2000人以上,大兴区,1-3年,京东金融,Python开发工程师（算法方向）,班车；餐补
20k-40k,2000人以上,东城区,5-10年,紫梧桐（北京）资产管理有限公司,Python开发工程师,技术大牛团
25k-50k,150-500人,朝阳区,3-5年,北京思维造物信息科技有限公司,Python开发工程师,"大咖云集,技术氛围好"
15k-30k,50-150人,朝阳区,3-5年,北京第三石科技发展有限公司,Python开发工程师,"前沿技术,丰富下午茶,弹性工作,扁平管理"
9k-18k,2000人以上,海淀区,3-5年,北京通力互联技术服务有限公司,Python开发,"周末双休,团建活动"
10k-20k,150-500人,朝阳区,1-3年,辽宁途隆科技有限公司,Python开发工程师,"年底双薪,五险一金,带薪年假,弹性考勤"
12k-24k,150-500人,海淀区,1-3年,星辰天合（北京）数据科技有限公司,python开发工程师,潜力平台 牛咖云集 完善福利
20k-40k,500-2000人,朝阳区,3-5年,北京陌陌科技有限公司,Python高级/中级研发工程师,"完善的福利,团队精湛,技术挑战"
20k-25k,2000人以上,海淀区,3-5年,北京精奇创智科技有限公司,python,五险一金、带薪病假、13薪、饭补+通讯费
15k-30k,150-500人,海淀区,3-5年,创新奇智（北京）科技有限公司,python开发工程师,"免费零食,免费午餐,七险一金,不打卡"
10k-15k,15-50人,海淀区,不限,北京涵德投资管理有限公司,Python开发工程师,公司发展快
4k-8k,50-150人,海淀区,1年以下,北京乐信圣文科技有限责任公司,python开发实习,"免费三餐,年终奖,周末双休,六险一金"
20k-25k,2000人以上,海淀区,3-5年,北京八维研修学院,python讲师,"五险一金,餐补,房补,绩效奖"
12k-24k,50-150人,朝阳区,3-5年,北京磁力信科技有限公司,Python开发工程师,创新教育
25k-45k,150-500人,朝阳区,3-5年,北京完美创意科技有限公司,高级Python开发工程师,"弹性工时,出国游,扁平化团队,带薪年假"
10k-15k,2000人以上,朝阳区,3-5年,深圳市金证科技股份有限公司,python开发,"上市公司,项目大,福利多多,周末双休"
10k-20k,15-50人,朝阳区,1-3年,北京云端智度科技有限公司,Python研发工程师,五险一金 餐补 通讯补贴 弹性工作
15k-25k,15-50人,海淀区,3-5年,虎特信息科技（上海）有限公司,Python研发工程师/高级研发工程师,七险一金 扁平管理 发展空间大
14k-28k,15-50人,海淀区,1-3年,鲨鱼快游网络技术（北京）有限公司,python开发工程师,午餐补贴，年假福利，团建福利，零食福利
12k-24k,15-50人,海淀区,不限,深度好奇（北京）科技有限公司,Python工程师,"五险一金,快递晋升,扁平管理,年终奖"
18k-35k,2000人以上,大兴区,3-5年,北京金风科创风电设备有限公司,Python 开发工程师,"五险一金,节日福利,餐补,带薪年假"
10k-20k,150-500人,海淀区,1-3年,北京畅捷通支付技术有限公司,Python开发工程师,六险一金 绩效奖金
12k-24k,50-150人,,1-3年,北京聚微合智信息技术有限公司,Python,弹性工作制，领导好，有前景，有奖金
12k-20k,50-150人,朝阳区,不限,东吴（苏州）金融科技有限公司,python量化开发工程师,"高频策略,自研自用,接触策略,券商系"
15k-30k,50-150人,海淀区,1-3年,北京势在必行网络科技有限公司,python开发工程师,"年底双薪,午餐补助,休闲餐点,弹性工作"
15k-20k,15-50人,大兴区,5-10年,无锡信成网络科技有限公司,python开发工程师,"五险一金,周末双休,节日福利,员工旅游"
8k-15k,少于15人,朝阳区,1-3年,北京诺曼智云科技有限公司,python开发工程师,团队有活力、技术有挑战
10k-20k,15-50人,东城区,3-5年,北京云灵网络科技有限公司,Python开发工程师,"发展空间大,期权激励,最新前沿学习型团队"
25k-50k,150-500人,海淀区,不限,北京小川在线网络技术有限公司,高级后端开发工程师（Python方向）,技术驱动产品、技术氛围浓厚、高薪高股
15k-25k,15-50人,海淀区,3-5年,北京中科物安科技有限公司,python开发工程师,"发展空间大,五险一金,餐补,带薪年假"
30k-60k,150-500人,海淀区,5-10年,北京步鼎方舟科技有限公司,Python架构师,带薪年假、五险一金、一日三餐、定期体检
30k-40k,150-500人,朝阳区,5-10年,北京七彩焕腾科技有限公司,架构师（Python）,bat
15k-30k,150-500人,海淀区,1-3年,北京快乐茄信息技术有限公司,python开发工程师,"行业独角兽,团队大牛多,薪资福利好"
30k-45k,500-2000人,海淀区,5-10年,北京融联世纪信息技术有限公司,python研发架构师,"周末双休,节日福利,五险一金,股票期权"
15k-20k,15-50人,东城区,不限,奇点浩翰数据技术（北京）有限公司,Python开发工程师,"五险一金,绩效奖金,定期体检,员工旅游"
12k-15k,150-500人,海淀区,1-3年,北京云江科技有限公司,python开发,持续晋升，带薪年假，免费午晚餐，不打卡
20k-35k,150-500人,海淀区,3-5年,北京慕华信息科技有限公司,系统开发工程师（Python）,"五险一金,餐补,生日会,优秀团队"
8k-16k,50-150人,海淀区,1-3年,北京聚微合智信息技术有限公司,Python工程师,弹性工作制，领导好，有前景，有奖金
15k-30k,15-50人,西城区,3-5年,美景听听（北京）科技有限公司,Python高级开发工程师,"优秀团队,气氛活跃,扁平化管理"
14k-26k,2000人以上,朝阳区,3-5年,北京奇安信科技有限公司,python开发工程师,带薪年假 五险一金
10k-20k,150-500人,海淀区,3-5年,北京嘉楠捷思信息技术有限公司,python开发工程师,弹性
25k-40k,150-500人,海淀区,5-10年,北京慕华信息科技有限公司,Python工程师,"五险一金,交通补,免费早餐,定期体检"
9k-15k,15-50人,大兴区,1-3年,北京罗威亚科技有限公司,python攻城狮,"平台好,技术新,大牛带,团队棒"
5k-8k,150-500人,海淀区,应届毕业生,北京汉迪移动互联网科技股份有限公司,Python开发实习生,"有大牛,有美女,有零食,有健身"
6k-10k,15-50人,朝阳区,1年以下,福州必全网络科技有限公司,python程序员,五险一金；包住宿
3k-6k,15-50人,朝阳区,应届毕业生,北京摩尔妈咪网络科技有限公司,python开发实习生,"提供转正,实习证明,注重成长,免费 午餐"
27k-32k,500-2000人,朝阳区,3-5年,飞维美地信息技术（北京）有限公司,资深Java/Python/C#/PHP开发,"美资互联网,技术导向,英文环境,硅谷文化"
20k-40k,2000人以上,海淀区,1-3年,北京市商汤科技开发有限公司,算法开发工程师（Python）,"AI独角兽,公司前景好"
20k-35k,50-150人,海淀区,不限,北京启明合心科技有限公司,中级python开发工程师,"领导好,不打卡,午晚餐,年底双薪"
10k-15k,2000人以上,朝阳区,1-3年,便利蜂商贸有限公司,Python开发工程师(J11761),机会众多
2k-4k,150-500人,海淀区,应届毕业生,北京首都在线科技股份有限公司,python实习生（可转正）,平台好
20k-40k,150-500人,海淀区,3-5年,北京小年糕互联网技术有限公司,python后端开发工程师面试（转go）,"指数型增长,技术气氛好"
15k-25k,150-500人,海淀区,3-5年,北京慕华信息科技有限公司,Python工程师,来吧，与技术大牛过招吧！
9k-18k,50-150人,海淀区,1年以下,北京聚微合智信息技术有限公司,Java/Python,"新蓝海,牛人带队,发展空间大,扁平化管理"
10k-15k,15-50人,海淀区,不限,北京涵德投资管理有限公司,python开发工程师,公司发展快
20k-35k,50-150人,朝阳区,1-3年,北京刷刷看网络科技有限公司,python开发工程师,地铁周边全新项目牛人大咖多扁平化管理
10k-20k,500-2000人,海淀区,3-5年,北京闪送科技有限公司,Python/web开发工程师,"发展空间,福利优厚,带薪年假,弹性工作时"
15k-23k,500-2000人,海淀区,3-5年,北京长盛天成科技发展有限公司,python web开发工程师,团队优秀高效，福利体系完善，工作环境舒适
15k-30k,50-150人,海淀区,1-3年,北京石云科技有限公司,Python/Ruby,"金融科技,新蓝海,牛人带队,年底双薪"
20k-30k,500-2000人,朝阳区,3-5年,小叶子（北京）科技有限公司,Python开发工程师,"五险一金,交通补助,午晚餐"
20k-40k,500-2000人,海淀区,1-3年,深圳紫宸资本管理有限公司,Python,弹性工作制，工作氛围好。
8k-15k,50-150人,朝阳区,1-3年,乐飞天下信息技术(北京)有限公司,初级python开发工程师,五险一金员工旅游年底奖金餐补
20k-40k,50-150人,海淀区,1-3年,北京势在必行网络科技有限公司,Python server端工程师,"扁平化管理,午晚餐丰盛,团队氛围好"
16k-25k,50-150人,海淀区,1-3年,中科边缘智慧信息科技（苏州）有限公司,python,五险一金、每年体检、节日福利、年终奖等
15k-25k,150-500人,海淀区,1-3年,混沌时代（北京）教育科技有限公司,python后台工程师,"五险一金,补充医疗,定期体检,弹性工作"
20k-30k,500-2000人,海淀区,3-5年,百融金融信息服务股份有限公司,高级python开发工程师,六险一金
22k-32k,15-50人,海淀区,3-5年,虎特信息科技（上海）有限公司,Python架构师/高级研发工程师,七险一金 扁平管理 发展空间大
15k-25k,150-500人,海淀区,3-5年,北京慕华信息科技有限公司,Python开发工程师,股票期权，五险一金，交补餐补，零食水果
15k-30k,50-150人,昌平区,3-5年,北京音悦荚科技有限责任公司,python技术经理,"弹性工作,期权,奖金,加班福利"
18k-30k,2000人以上,朝阳区,5-10年,达内时代科技集团有限公司,Python讲师 (MJ001577),"五险一金,商业保险,股票期权"
12k-22k,500-2000人,朝阳区,3-5年,南京绛门信息科技股份有限公司,Python,"五险一金,带薪年假,定期体检,员工旅游"
12k-24k,15-50人,朝阳区,3-5年,溪流科技（北京）有限公司,Python开发工程师,"成长空间大,团队文化好,六险一金,周末双休"
20k-40k,150-500人,朝阳区,10年以上,北京车势科技有限公司,python架构师,五险一金、年底双薪、带薪年假
20k-30k,150-500人,朝阳区,3-5年,赤子城网络技术（北京）有限公司,中高级Python开发工程师（广告方向）,"七险一金,8天年假,团队氛围好,学习空间大"
20k-40k,500-2000人,朝阳区,3-5年,北京修齐治平科技有限公司,基础架构师-golang/C++/python,"六险一金,午餐补助,提供晚餐,每日下午茶"
20k-40k,150-500人,朝阳区,3-5年,柔持（北京）科技有限公司,Python开发工程师,"五险一金,pytho"
15k-30k,50-150人,朝阳区,3-5年,北京流体网络科技有限公司,Python开发工程师,双休 五险一金 季度奖金 年终奖金
25k-50k,15-50人,朝阳区,3-5年,非凡维格（北京）信息科技有限公司,Python高级工程师-服务器端,"国际产品,带薪年假,弹性工作,开放办公"
10k-16k,150-500人,朝阳区,1-3年,北京凯奇谷信息技术股份有限公司,服务器端开发工程师（Python）,牛人聚集 健身足疗按摩 餐补房补交通补
30k-50k,2000人以上,大兴区,5-10年,京东商城-技术研发体系-大数据部,Python,"行业前沿,部门直招,核心加班,核心团队"
20k-40k,150-500人,朝阳区,3-5年,北京诸葛找房信息技术有限公司,Python工程师,"六险一金,住房补贴,节日福利,一日三餐"
35k-45k,50-150人,朝阳区,5-10年,永杨安风（北京）科技有限公司,资深Python工程师,"移动互联网,绩效奖金,妹子多,国外团建"
15k-25k,150-500人,海淀区,3-5年,北京慕华信息科技有限公司,Python工程师,"五险一金,绩效奖金,免费早餐,交补餐补"
15k-16k,15-50人,石景山区,1-3年,北京市鑫海威信息中心,python开发工程师,平台高 前景好
10k-18k,50-150人,东城区,1-3年,北京万象新动移动科技有限公司,Python工程师（NLP方向）,上市公司、福利待遇佳、上升空间大
10k-20k,2000人以上,海淀区,1-3年,北京中公教育科技股份有限公司,Python高级讲师,"五险一金,绩效奖金,周末双休,免费午餐"
8k-16k,50-150人,海淀区,应届毕业生,北京石云科技有限公司,Java/Python,"弹性工作,领导好,奖金高,蓝海市场"
15k-30k,50-150人,昌平区,1-3年,北京音悦荚科技有限责任公司,Python高级开发,"弹性工作,期权,奖金,加班福利"
15k-25k,2000人以上,海淀区,3-5年,达内时代科技集团有限公司,Python高级开发工程师 (MJ003815),"股权激励,上市平台,发展空间,大平台"
25k-40k,50-150人,朝阳区,5-10年,北京第三石科技发展有限公司,高级Python开发工程师,"前沿技术,弹性工作,丰富下午茶"
25k-50k,2000人以上,朝阳区,3-5年,高德软件有限公司,python高级工程师/开发专家,发展空间大
15k-20k,15-50人,海淀区,3-5年,北京赛宁网安科技有限公司,中级Python开发工程师,"五险一金,带薪年假,周末双休,年底多薪"
15k-18k,2000人以上,朝阳区,3-5年,亚马逊（中国）投资有限公司,Kindle技术支持-Python,Kindle
22k-40k,2000人以上,海淀区,1-3年,北京字节跳动科技有限公司,python爬虫工程师,六险一金，弹性工作，免费三餐，租房补贴
5k-8k,15-50人,朝阳区,1-3年,福州必全网络科技有限公司,python程序员(2018应届毕业）,五险一金，提供宿舍，弹性工作时间
20k-40k,150-500人,海淀区,3-5年,创新奇智（北京）科技有限公司,高级python开发工程师,"发展空间大,优质团队"
20k-35k,2000人以上,海淀区,1-3年,微梦创科网络科技（中国）有限公司,04537-数据系统开发工程师(Python),大平台
15k-30k,2000人以上,海淀区,3-5年,达内时代科技集团有限公司,Python讲师 (MJ004002),"平台大,技术领先,发展空间大"
20k-30k,15-50人,朝阳区,3-5年,北京汇游科技有限公司,中高级Python爬虫工程师,"五险一金,餐补,全勤奖,年终奖金"
35k-70k,少于15人,海淀区,不限,杭州买吧信息科技有限公司,后端研发-python、c++、go、php,美股上市企业，福利待遇好，技术大牛
15k-30k,150-500人,朝阳区,1-3年,北京完美创意科技有限公司,Python后端开发工程师,"弹性时间,技术大牛,公司旅游,福利齐全"
28k-40k,15-50人,朝阳区,5-10年,中云网安科技（北京）有限公司,资深python研发工程师,"技术前沿,人工智能"
18k-30k,15-50人,朝阳区,5-10年,北京百乘传媒技术有限公司,高级Python工程师,工程师
20k-40k,150-500人,海淀区,3-5年,北京智融时代信息技术有限公司,python研发工程师（抓取平台开发方向）,六险一金、上升空间、弹性工作、优秀团队
15k-20k,15-50人,朝阳区,1-3年,创智未来教育科技（北京）有限公司,Django工程师,提升快，同事牛，气氛活跃
22k-35k,500-2000人,海淀区,不限,北京智者天下科技有限公司,Python平台开发工程师,"三餐,健身房,mac"
20k-40k,500-2000人,海淀区,3-5年,上海基分文化传播有限公司,Python爬虫工程师,"发展平台,空间大,氛围好,福利好"
4k-8k,少于15人,海淀区,应届毕业生,颐邦（北京）医院管理有限公司,python研发实习生,全清华团队，薪酬高，福利好
25k-35k,50-150人,海淀区,3-5年,北京朗势科技有限公司,高级Python工程师,"8天年假,五险一金,扁平化管理,年终奖"
10k-15k,少于15人,朝阳区,3-5年,北京猫起来科技有限公司,Python高级工程师,全程参与打造一家有趣务实不失理想的公司。
35K-70K,50-150人,朝阳区,5-10年,上海裕木信息科技有限公司,资深python工程师,"行业前景好,顶级团队,薪资高,产品业绩好"
25k-50k,2000人以上,朝阳区,3-5年,支付宝(杭州)信息技术有限公司,研发专家-Java/Python/C++/Go北京,"顶尖的团队,核心事业群,发展前景广"
20k-30k,500-2000人,朝阳区,3-5年,小叶子（北京）科技有限公司,高级Python,"五险一金,交通补助,午晚餐"
5k-10k,15-50人,大兴区,应届毕业生,北京罗威亚科技有限公司,Python【实习生】,高挑战，大舞台，大牛带，氛围好
10k-20k,50-150人,海淀区,1-3年,北京石云科技有限公司,Java/Python（中级）,金融科技，牛人带队，领导好，弹性工作
15k-30k,50-150人,海淀区,3-5年,北京墨云科技有限公司,Python后端开发工程师,"五险一金,弹性工作,餐补,带薪年假"
15k-20k,15-50人,海淀区,3-5年,数据地平线（广州）科技有限公司,Python后台开发工程师,五险一金、弹性工作
15k-25k,150-500人,朝阳区,3-5年,北京世相科技文化有限公司,大数据开发工程师【Python】,"大咖多,氛围好"
18k-30k,2000人以上,海淀区,3-5年,达内时代科技集团有限公司,Python讲师,"股票期权,上市公司,良好的成长,五险一金"
10k-20k,50-150人,朝阳区,3-5年,北京拓蛮信息科技有限公司,Python开发工程师/量化策略开发,六险一金 弹性办公
10k-14k,2000人以上,朝阳区,应届毕业生,乐视网信息技术（北京）股份有限公司,【2019校招】助理软件开发工程师（python),"午餐补助,交通 补助,通讯补助,补充医疗"
4k-8k,150-500人,朝阳区,不限,北京推想科技有限公司,python实习生 (MJ000225),"人工智能,快速成长,弹性工作,团队牛B"
15k-30k,15-50人,海淀区,5-10年,北京嗨动视觉科技有限公司,高级Python开发工程师,五险一金 员工体检 午餐补贴 住房补贴
15k-20k,15-50人,大兴区,5-10年,北京聚齐众兴网络科技有限公司,高级Python工程师,"五险一金,周末双休,节日福利,员工旅游"
8k-12k,500-2000人,朝阳区,1-3年,北京粉笔未来科技有限公司,python课程助教,地铁周边，发展空间大，福利待遇好
25k-45k,150-500人,海淀区,应届毕业生,上海上垚实业有限公司,python后端,"平台大,福利好"
3k-6k,2000人以上,海淀区,应届毕业生,百度时代网络技术(北京)有限公司,python开发工程师（20年毕业实习岗）,"大平台,技术氛围好,能转正"
4k-8k,50-150人,朝阳区,应届毕业生,北京第三石科技发展有限公司,Python开发工程师（校招）,新锐的全球化移动电商平台
5k-10k,500-2000人,海淀区,应届毕业生,北京大数据研究院,python工程师&nbsp;（实习生）,产学研结合，大牛带队
10k-18k,50-150人,海淀区,1-3年,深圳晶泰科技有限公司,Python后台开发,"工作居住证,五险一金,带薪年假,MIT大牛"
12k-24k,50-150人,朝阳区,1-3年,射雕（北京）科技有限公司,python高级工程师,五险一金
15k-30k,500-2000人,海淀区,3-5年,百融金融信息服务股份有限公司,高级python运维开发,"带薪年假,绩效奖金,年底双薪,补充医疗"
20k-30k,150-500人,昌平区,3-5年,北京优思安科技有限公司,Python高级讲师,"五险一金,餐补,周末双休,班车接送"
30k-50k,2000人以上,海淀区,5-10年,甘肃众达制冷设备工程有限公司,高级 Python 开发工程师,全球下载量最大的移动应用开发商之一
20k-30k,50-150人,海淀区,1-3年,北京希子教育科技有限公司,高级Python后端工程师,"氛围愉快,竞争力薪酬,弹性工作,快速成长"
12k-24k,50-150人,海淀区,3-5年,北京聚微合智信息技术有限公司,Java/Python（高级）,"新蓝海,牛人带队,发展空间大,扁平化管理"
26k-52k,500-2000人,海淀区,不限,零氪信息技术（北京）有限公司,高级python后端研发工程师,"15薪,六险一金,午晚餐补助,弹性不打卡"
20k-35k,15-50人,海淀区,3-5年,北京大数医达科技有限公司,大数据开发（Python）工程师,股票期权 年终奖
10k-15k,2000人以上,朝阳区,3-5年,京北方信息技术股份有限公司,python后端,扁平管理领导nice
15k-25k,150-500人,东城区,5-10年,联通大数据有限公司,Python高级运维开发工程师,"锻炼思维,偏平化管理,技能培训,地铁站旁"
18k-35k,2000人以上,海淀区,3-5年,北京八维研修学院,Python教学研发经理,"五险一金,带薪年假"
25k-50k,15-50人,朝阳区,不限,成都市止于至善文化传媒有限公司,高级Python后端工程师,14-16薪
18k-36k,150-500人,朝阳区,1-3年,上海倾听信息技术有限公司,Python 后端开发（北京）,发展前景优，工作氛围轻松
3k-4k,150-500人,海淀区,应届毕业生,北京小度互娱科技有限公司,Python开发实习生,团队优秀
30k-55k,500-2000人,海淀区,3-5年,北京融联世纪信息技术有限公司,Python研发负责人,六险一金、股票期权、带薪年假、发展平台
18k-30k,150-500人,朝阳区,3-5年,北京豆网科技有限公司,后端工程师（Python）,"五险一金,补充医疗"
10k-20k,150-500人,朝阳区,应届毕业生,宁波艾莫投资管理有限公司,python实习生,免费午餐 下午茶
3k-4k,15-50人,朝阳区,应届毕业生,福州必全网络科技有限公司,python程序员（实习生）,五险一金；包住宿
10k-20k,15-50人,海淀区,1-3年,指动科技（北京）有限公司,Python工程师(服务端),"弹性工作,补充医疗,项目奖,年终奖"
18k-30k,150-500人,昌平区,5-10年,上海清鹤科技股份有限公司,资深后台开发工程师（python/C/C++),"老板nic,扁平化,团队活跃,年底奖金"
7k-10k,2000人以上,海淀区,1-3年,北京中公教育科技股份有限公司,Python助理讲师,"五险一金,年底奖金"
15k-25k,15-50人,朝阳区,3-5年,景星网络科技（北京）有限公司,python高级开发工程师,下午茶、绩效奖金、旅游、生日会、五险一金
10k-20k,少于15人,海淀区,1-3年,北京江山如画网路科技有限责任公司,Python后端开发,"提供住宿,晋升空间,五险一金,技术大牛带"
10k-20k,2000人以上,海淀区,3-5年,北京八维研修学院,python讲师,五险一金，带薪年假
2k-4k,150-500人,海淀区,应届毕业生,创盛视联数码科技（北京）有限公司,Python实习生,福利好 空间大
